movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
Silver Medallist ,5,99,0,11,4,4,,2009,1418,color in title,4,15000000,Action|Adventure|Comedy
Timber Falls ,66,100,6,331,272,209,,2007,5012,hiking|voyeur|voyeurism|west virginia|woods,47,2600000,Horror|Thriller
Singin' in the Rain ,169,103,134,804,786,390,,1952,150020,actress|chorus girl|fan|friend|love,568,2540800,Comedy|Musical|Romance
"Fat, Sick & Nearly Dead ",13,97,65,65,2,0,,2010,6429,fat|food|health|juice|obese,25,2500000,Documentary
A Haunted House ,129,86,89,713,584,555,40041683,2013,34620,hamburger|parody|priest|psychic|woman in a bikini,107,2500000,Comedy|Fantasy
2016: Obama's America ,30,87,67,871,118,67,33349949,2012,9010,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,199,2500000,Documentary
Halloween II ,220,119,0,908,764,593,33386128,2009,36372,halloween|hospital|michael myers|rampage|vomiting,491,15000000,Horror
That Thing You Do! ,75,149,15000,15000,9000,982,25809813,1996,50311,band|drummer|jazz|pennsylvania|song,212,26000000,Comedy|Drama|Music
Halloween III: Season of the Witch ,162,98,24,381,128,67,14400000,1982,28589,doctor|factory|halloween|holiday horror|stonehenge,532,2500000,Horror|Mystery|Sci-Fi
Escape from the Planet of the Apes ,74,98,11,595,521,450,,1971,23546,ape|fear|future|spacecraft|spaceship,92,2500000,Action|Sci-Fi
Hud ,65,112,58,617,189,124,,1963,15277,alcoholism|forename as title|rancher|rodeo cowboy|texas,120,2500000,Drama
Kevin Hart: Let Me Explain ,26,75,15,1000,309,36,32230907,2013,6062,lying|montreal|reference to twitter|reference to youtube|toronto,30,2500000,Comedy|Documentary
My Own Private Idaho ,63,104,835,18000,595,535,6401336,1991,36996,friend|hustler|italy|narcolepsy|traveling,153,2500000,Drama
Garden State ,205,102,0,625,379,294,26781723,2004,187595,actor|doctor|drugs|home|pain,978,2500000,Comedy|Drama|Romance
Before Sunrise ,121,105,0,15,12,4,5400000,1995,183288,american|conversations|kiss|love|train,395,2500000,Drama|Romance
Sur le seuil ,9,99,0,50,16,6,,2003,1003,canadian gothic|hospital|murder|paranormal|supernatural,5,3200000,Action|Drama|Horror|Thriller
Jesus' Son ,74,107,7,745,631,442,1282084,1999,6221,hospital|love|mennonite|shower|song,87,2500000,Drama
Saving Face ,54,96,13,643,265,209,1186323,2004,7776,chinese|chinese american|lesbian love|mother daughter relationship|surgeon,84,,Comedy|Drama|Romance
Brick Lane ,80,101,34,56,41,40,1094998,2007,2560,arranged marriage|bangladesh|buckingham palace|september 11 2001|title directed by female,29,,Drama
Robot & Frank ,252,89,14,902,291,215,3325638,2012,52509,burglary|dementia|near future|robot|thief,84,2500000,Comedy|Crime|Drama|Sci-Fi
My Life Without Me ,72,106,148,900,648,471,395592,2003,21202,cancer|death|doctor|drinking|love,134,2000000,Drama|Romance
The Spectacular Now ,220,95,53,8000,1000,478,6851969,2013,105591,crying man|high school|high school senior|men's clothing store|party,178,2500000,Comedy|Drama|Romance
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,1,34,19,882,577,362,333658,1990,97,student film|wonder years,2,34000,Comedy|Family|Musical|Romance|Short
Religulous ,197,101,119,334,4,0,12995673,2008,52286,catholic|christian|jew|muslim|religion,345,2500000,Comedy|Documentary|War
Fuel ,14,112,9,860,130,125,173783,2008,578,alternative energy|energy|fuel|green|oil,34,2500000,Documentary
Valley of the Heart's Delight ,3,100,10,655,157,107,118666,2006,91,,3,2500000,Drama
Dodgeball: A True Underdog Story ,191,92,43,989,939,936,114324072,2004,185345,dodgeball|gym|las vegas|pirate|ups,392,20000000,Comedy|Sport
Eye of the Dolphin ,18,100,0,640,261,249,71904,2006,806,dolphin|island|research|tourist|town,18,2500000,Comedy|Drama|Family
8: The Mormon Proposition ,28,80,0,191,12,5,99851,2010,1138,church|marriage|mormon|mormon church|proposition,30,2500000,Documentary
The Other End of the Line ,22,106,8,611,397,315,115504,2008,4820,birthday|call center|fiance|hotel|indian,26,14000000,Comedy|Drama|Romance
Anatomy ,62,103,24,127,10,10,5725,2000,10220,dissection|male pubic hair|medical school|medical student|train,110,8400000,Horror|Thriller
Sleep Dealer ,47,90,8,426,399,35,75727,2008,5699,computer|future|mexican immigrant|network|wilhelm scream,40,2500000,Drama|Romance|Sci-Fi|Thriller
Super ,238,96,571,2000,973,370,322157,2010,61787,drug dealer|superhero|tragedy|tragic hero|tragic love,203,2500000,Comedy|Crime|Drama
Christmas Mail ,2,89,20,794,607,555,,2010,858,boss|holiday|letter|north pole|santa,7,2500000,Comedy|Drama|Family|Romance
Stung ,95,87,2,968,625,577,,2015,3119,catering|monster|one word title|party|wasp,23,2500000,Comedy|Horror
Antibirth ,10,94,0,1000,677,442,,2016,63,,2,3500000,Horror
Get on the Bus ,28,120,0,1000,748,702,5731103,1996,4100,actor|bus|march|million man march|religion,35,2400000,Drama|History
Thr3e ,25,101,9,973,872,201,978908,2006,4057,bound with duct tape|flash forward|number|riddle|stalking,90,2400000,Drama|Horror|Mystery|Thriller
Idiocracy ,121,84,406,586,497,233,438653,2006,108052,experiment|future|hibernation|stupidity|top secret,434,,Adventure|Comedy|Sci-Fi
The Rise of the Krays ,10,110,0,490,159,109,,2015,1510,,26,2500000,Crime|Drama
This Is England ,172,101,222,1000,788,698,327919,2006,99177,england|racism|racist|skinhead|violence,192,1500000,Crime|Drama
Alien Uprising ,20,101,15,844,722,663,,2012,2753,acronym in title|period in title|title ends with period,82,2500000,Comedy|Sci-Fi
Bathing Beauty ,8,101,24,675,659,226,,1944,1079,college|teacher|theatrical producer|tutu|wedding,28,2361000,Comedy|Musical
Go for It! ,8,105,29,847,618,76,178739,2011,1015,exclamation point in title|imperative in title|punctuation in title|three word title,10,2450000,Drama|Musical
"Dancer, Texas Pop. 81 ",15,97,23,982,599,326,565592,1998,2189,best friend|friendship|population|state in title|texas,63,,Comedy|Drama|Family
Show Boat ,14,108,24,960,715,244,,1951,3538,gambling|interracial marriage|love|miscegenation|showboat,46,2295429,Drama|Family|Musical|Romance
Redemption Road ,12,95,535,1000,646,608,27012,2010,440,death of loved one|loss of father|loss of loved one|musician|singer,9,,Drama
The Calling ,48,108,14,2000,1000,826,,2014,6025,bouquet|house fire|praying|serial killer|tied to a chair,28,,Thriller
The Brave Little Toaster ,17,90,115,11000,516,385,,1987,19650,journey|obsolescence|radio|toaster|vacuum cleaner,62,2300000,Adventure|Animation|Comedy|Family|Fantasy|Musical
Fantasia ,99,120,11,16,0,,76400000,1940,71321,apprentice|classical music|disney|mouse|orchestra,230,2280000,Animation|Family|Fantasy|Music
The French Connection ,138,104,607,813,165,109,,1971,82476,crime boss|drug smuggling|heroin|mafia boss|organized crime,280,1800000,Action|Crime|Drama|Thriller
8 Days ,,90,37,210,0,0,,2014,44,,3,2500000,Drama|Thriller
Friday the 13th Part III ,235,91,49,72,31,20,36200000,1982,31952,defecation|hockey mask|jason voorhees|lake|serial killer,372,4000000,Horror|Thriller
Friday the 13th: A New Beginning ,160,92,13,42,27,17,21300000,1985,22521,jason voorhees|murder|new jersey|nightmare|teenager,342,2200000,Horror|Mystery|Thriller
The Last Sin Eater ,18,117,84,861,425,275,379643,2007,1573,1850s|christian film|dark secret|funeral|sin eater,29,2200000,Drama
Do You Believe? ,11,120,16,2000,848,835,12985267,2015,4977,belief|faith|pastor|question in title|three word title,63,2300000,Drama
Impact Point ,11,90,0,676,399,306,,2008,1118,championship|hit and run|police|police investigation|volleyball,9,2200000,Thriller
The Valley of Decision ,7,119,10,509,284,275,,1945,1314,immigrant|maid|steel mill|strike|union,29,2160000,Drama
Eden ,5,90,0,1000,800,708,,2015,1351,flare gun|island|plane crash|soccer team|stranded,4,,Drama|Thriller
Chicken Tikka Masala ,10,90,11,114,79,18,,2005,480,acceptance|coming out to family|gay|large family|wedding,14,1200000,Comedy|Drama|Romance
Always Woodstock ,5,97,5,3000,938,782,,2014,485,claim in title|contraction in title|new york|new york city|woodstock,6,2400000,Comedy|Music|Romance
Jack Brooks: Monster Slayer ,95,90,10,371,52,42,,2007,5187,cult film|demon|monster slayer|uncle|vomiting,46,2500000,Action|Comedy|Horror
The Best Years of Our Lives ,97,172,355,749,208,188,23650000,1946,40359,love|pity|readjusting to civilian life|veteran|world war two veteran,235,2100000,Drama|Romance|War
Bully ,76,115,184,730,648,551,510092,2001,29424,cruelty|friend|male frontal nudity|male nudity|pubic hair,336,,Biography|Crime|Drama
Elling ,67,89,16,117,21,14,313436,2001,12244,friendship|mental illness|poet|sex obsession|virgin,95,15500000,Comedy|Drama
Mi America ,4,125,7,128,22,17,3330,2015,22,,1,2100000,Crime|Drama
[Rec] ,252,78,57,120,9,7,,2007,131462,apartment building|character's point of view camera shot|fire station|subjective camera|television reporter,374,1500000,Horror
Lies in Plain Sight ,,89,15,919,718,650,,2010,544,,4,2100000,Drama
Sharkskin ,1,100,0,749,354,338,,2015,6,,1,2100000,Comedy|Drama|Mystery|Romance|Thriller
Containment ,33,77,0,846,366,260,,2015,1355,hazmat suit,21,,Horror|Sci-Fi|Thriller
The Timber ,19,81,7,412,308,106,,2015,1274,,17,2100000,Adventure|Drama|Western
From Russia with Love ,167,115,92,559,201,177,24800000,1963,89403,assassin|british agent|british secret service|decoder|russian,358,2000000,Action|Adventure|Thriller
The Toxic Avenger Part II ,49,96,6,40,30,14,792966,1989,4663,bare breasts|japan|tokyo japan|toxic avenger|troma,40,2300000,Action|Comedy|Horror|Sci-Fi
In the Heat of the Night             ,1,60,,480,360,213,,,2258,detective|mississippi|police|police detective|small town,24,,Crime|Drama|Mystery
Sleeper ,66,89,11000,11000,66,45,,1973,33335,frozen|future|health food|leader|police,128,2000000,Comedy|Sci-Fi
It Follows ,533,100,421,314,189,159,14673301,2014,112899,ambiguous ending|being followed|sex scene|supernatural|supernatural being,631,2000000,Horror|Mystery
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,50,88,11000,11000,300,258,,1972,31077,aphrodisiac|court jester|jester|queen|written and directed by cast member,78,2000000,Comedy
To Kill a Mockingbird ,127,129,89,3000,226,161,,1962,215086,1930s|alabama|lawyer|six year old|trial,471,2000000,Crime|Drama
Mad Max 2: The Road Warrior ,177,87,750,745,531,41,9003011,1981,133966,australian|gasoline|post apocalypse|refinery|warrior,294,2000000,Action|Adventure|Sci-Fi|Thriller
The Legend of Drunken Master ,77,102,32,483,147,75,11546543,1994,34520,battle|fight|fighting|martial artist|snake,146,2000000,Action|Comedy
Lolita ,103,152,0,618,367,177,,1962,67825,lolita|nymphet|older man young girl relationship|professor|writer,207,2000000,Crime|Drama|Romance
Boys Don't Cry ,123,118,108,173,148,103,11533945,1999,77551,drinking|female dressed as male|love|nebraska|transgender,434,2000000,Biography|Crime|Drama|Romance
Silent House ,218,86,9,120,44,32,12555230,2011,18566,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot,154,2000000,Drama|Horror|Mystery|Thriller
The Lives of Others ,215,137,207,380,284,155,11284657,2006,259379,east germany|police|secret police|stasi|writer,407,2000000,Drama|Thriller
Courageous ,34,129,589,690,589,341,34522221,2011,15401,faith|fatherhood|integrity|police|responsibility,175,2000000,Drama
The Hustler ,100,134,31,654,491,366,,1961,62860,drink|manager|money|partner|pool hall,167,2000000,Drama|Sport
Boom Town ,12,119,6,1000,760,380,,1940,2269,oil|oil field|oil tycoon|partnership|wildcatter,34,1614000,Adventure|Drama|Romance|Western
The Triplets of Belleville ,167,80,162,23,6,0,7002255,2003,42462,belleville|dog|mafia|tour de france|very little dialogue,312,9500000,Animation|Comedy|Drama
Smoke Signals ,56,89,149,912,752,580,6719300,1998,8224,family abandonment|fire|loss of father|native american protagonist|native american reservation,132,2000000,Comedy|Drama
American Splendor ,180,101,30,14000,119,92,6003587,2003,41999,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,226,,Biography|Comedy|Drama
Before Sunset ,211,80,0,50,8,3,5792822,2004,168398,book|bookstore|love|simultaneity|train,492,2700000,Drama|Romance
Amores Perros ,157,115,0,85,79,35,5383834,2000,173551,animal in title|dog fight|mexico city|multiple perspectives|nonlinear timeline,361,2000000,Drama|Thriller
Thirteen ,126,100,308,1000,482,374,4599680,2003,68222,13 year olds|adolescence|friend|peer pressure|teacher,545,1500000,Drama
Gentleman's Agreement ,61,118,603,936,297,167,,1947,10791,bigotry|jewish|prejudice|racism|writer,113,2000000,Drama|Romance
Winter's Bone ,365,100,81,34000,248,179,6531491,2010,111658,bail|crystal meth|family relationships|female protagonist|search for father,297,2000000,Drama
Touching the Void ,121,106,162,21,5,3,4581222,2003,26926,bone|climbing|crevasse|partner|rope,156,,Adventure|Documentary|Drama|Sport
Alexander's Ragtime Band ,10,106,85,480,392,300,,1938,1381,band|dance|ragtime|singer|violinist,29,2000000,Drama|Musical|Romance
Me and You and Everyone We Know ,151,91,244,538,363,244,3885134,2005,31130,fellatio|seven word title|shoe salesman|title directed by female|written by director,243,2000000,Comedy|Drama
Inside Job ,171,105,117,13000,125,18,4311834,2010,55382,florida|iceland|interview|new york city new york|recession,129,,Crime|Documentary
We Are Your Friends ,158,96,31,804,625,328,3590010,2015,20885,box office flop|critically bashed|male objectification|narcissism|wannabe dj,60,2000000,Drama|Music|Romance
Ghost Dog: The Way of the Samurai ,167,116,0,251,147,116,3300230,1999,70084,african american|code|dog|pigeon|samurai,346,,Action|Crime|Drama|Thriller
Harsh Times ,118,116,453,24000,23000,2000,3335839,2005,54657,blood splatter|friend|lapd|mexican|violence,222,2000000,Action|Crime|Drama|Thriller
Captive ,39,97,5,1000,426,349,2557668,2015,3911,auto theft|based on true story|drug addict|kidnapping|violence,22,2000000,Crime|Drama|Thriller
Full Frontal ,108,101,0,8000,724,685,2506446,2002,8662,birthday|friend|hollywood|party|sex,172,2000000,Comedy|Romance
Witchboard ,65,98,85,265,194,186,7369373,1986,4288,evil spirit|hatchet|ouija|ouija board|psychopathic killer,74,2000000,Horror|Mystery|Thriller
Strangers with Candy             ,8,22,,459,396,344,,,4181,alternative comedy|female protagonist|high school|social satire|three word title,62,,Comedy
Hamlet ,85,150,0,597,591,401,4414535,1996,30618,classic literature|denmark|funeral|madness|prince,224,18000000,Drama
Shortbus ,160,101,263,71,51,37,1984378,2006,27346,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,206,2000000,Comedy|Drama|Romance
Waltz with Bashir ,231,90,56,56,0,0,2283276,2008,46107,bar|dog|interview|lebanon|nightmare,156,1500000,Animation|Biography|Documentary|Drama|History|War
"The Book of Mormon Movie, Volume 1: The Journey ",7,120,0,178,69,40,1098224,2003,397,jerusalem|journey|promised land|ship|wilderness,30,2000000,Adventure
No End in Sight ,79,102,117,393,21,17,1430185,2007,7314,american politics|iraq|iraq war|occupation|white house,55,2000000,Documentary|War
The Diary of a Teenage Girl ,168,102,22,10000,1000,80,1477002,2015,16645,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,72,2000000,Drama|Romance
Get Real             ,1,60,,11000,289,143,,,415,breaking the fourth wall|brother brother relationship|high school friends|imperative in title|skateboard,26,,Comedy|Drama|Romance
In the Shadow of the Moon ,107,100,90,168,142,65,1134049,2007,5475,1960s|astronaut|moon|nasa|spacecraft accident,44,2000000,Documentary|History
Meek's Cutoff ,200,104,129,991,962,887,977600,2010,8204,desert|oregon|survival|trust|water,98,,Drama|Western
Inside Deep Throat ,123,89,13,373,334,218,653621,2005,5615,clitoris|deep throat|fellatio|oral sex|porn industry,64,2000000,Biography|Documentary|History
Dinner Rush ,39,99,34,388,159,120,110000,2000,4359,detective|food|gangster|police|restaurant,73,,Crime|Drama|Romance
Clockwatchers ,41,96,11,584,559,490,444354,1997,4049,office|office politics|photo booth|snobbery|title directed by female,111,,Comedy|Drama
The Virginity Hit ,46,86,10,189,131,126,535249,2010,3467,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,13,3400000,Comedy
Subway ,30,98,0,1000,572,164,,1985,11031,band|blackmail|safe|subway|train,45,17000000,Comedy|Drama|Thriller
House of D ,46,96,0,49000,1000,902,371081,2004,7479,artist|butchery|catholic|catholic school|friend,86,6000000,Comedy|Drama
Teeth ,221,94,53,386,357,268,347578,2007,34556,high school|purity|stepbrother|temptation|vagina dentata,161,,Comedy|Fantasy|Horror|Thriller
Six-String Samurai ,51,91,4,33,3,0,124494,1998,5613,boy|guitar|orphan|rock 'n' roll|sword,102,2000000,Action|Adventure|Comedy|Drama|Music|Sci-Fi
Hum To Mohabbat Karega ,1,,4,353,89,72,,2000,275,elevator|news reporter|police|restaurant|waiter,1,,Action|Comedy|Romance|Thriller
It's All Gone Pete Tong ,58,90,31,326,246,137,120620,2004,16828,deafness|disappearance|ears|ibiza|musician,67,,Biography|Comedy|Drama|Music
Saint John of Las Vegas ,45,85,0,22000,12000,966,100669,2009,2522,city name in title|male frontal nudity|place name in title,11,3800000,Comedy|Drama
24 7: Twenty Four Seven ,44,96,222,5000,497,20,,1997,2081,fight|gang|hiking|wales|working class,21,,Comedy|Drama|Romance|Sport
Stonewall ,74,129,776,25000,463,256,186354,2015,1758,box office flop|critically bashed|gay rights|new york city|stonewall riots,30,13500000,Drama
Eureka             ,20,60,,780,747,543,,,39559,alternate reality|pacific northwest|small town|small town life|small town sheriff,136,,Comedy|Drama|Sci-Fi
Roadside Romeo ,6,93,32,532,85,24,55202,2008,922,india|love|love at first sight|mumbai india|reference to edward scissorhands,17,,Animation|Comedy|Family|Romance
This Thing of Ours ,5,100,84,584,356,267,,2003,508,gangster|heist|internet|mafia|miami florida,18,,Crime|Drama
The Lost Medallion: The Adventures of Billy Stone ,10,97,19,589,488,395,549632,2013,1278,cave|cobra|island|medallion|waterfall,16,,Adventure|Family|Fantasy
The Last Five Years ,81,94,98,10000,773,89,137945,2014,6223,based on play|number in title,40,,Comedy|Drama|Musical|Romance
The Missing Person ,66,95,8,529,423,399,17580,2009,1268,cellphone|detective|missing person|private detective|train,23,1500000,Drama
Return of the Living Dead III ,46,97,97,787,196,163,,1993,10182,female nudity|living dead|self mutilation|sequel|zombie,130,2000000,Horror|Romance|Sci-Fi
London ,34,92,11,26000,11000,1000,12667,2005,19336,bar|coke|drugs|party|snorting,90,14000,Drama|Romance
Sherrybaby ,78,96,38,363,223,85,198407,2006,10282,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,78,2000000,Drama
Stealing Harvard ,52,85,54,985,637,455,13973532,2002,11211,black humor|crying during sex|harvard|humor|man with glasses,92,25000000,Comedy|Crime
Circle ,29,87,0,160,152,94,,2015,13279,alien abduction|debate|lesbian|pregnant|spaceship,59,,Drama|Horror|Mystery|Sci-Fi|Thriller
Eden Lake ,161,91,43,13000,698,418,5824,2008,57811,camping|forest|lake|stabbed with glass|vomiting,357,,Horror|Thriller
Plush ,18,99,308,638,449,395,2843,2013,2895,gay interest|guitarist|obsessed fan|seduction|sex scene,24,,Thriller
Vampire Killers ,107,88,6,513,480,161,,2009,17296,blood|breasts|female nudity|lesbian|vampire,91,,Action|Comedy|Fantasy|Horror
Gangster's Paradise: Jerusalema ,30,119,5,29,18,12,4958,2008,9689,carjacking|drug lord|johannesburg south africa|police|post apartheid,23,2000000,Action|Crime|Drama
Freeze Frame ,24,99,0,766,312,268,,2004,2588,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler,41,2000000,Crime|Drama|Thriller
Grave Encounters ,116,92,6,253,113,103,,2011,40380,ghost|ghost hunting|labyrinth|paranormal|reality show,235,100000,Horror
Stitches ,98,86,5,121,94,47,,2012,6585,cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin,53,,Comedy|Horror
Nine Dead ,25,83,0,413,167,107,,2010,9280,betrayal|car|connection|death|gun,64,2000000,Crime|Drama|Horror|Mystery|Thriller
"To Be Frank, Sinatra at 100 ",,81,0,674,27,8,,2015,7,,,2000000,Documentary
Bananas ,40,82,11000,11000,430,167,,1971,27646,fictitious country|latin america|president|rebellion|reference to fidel castro,105,2000000,Comedy
Supercapitalist ,20,102,0,473,303,46,13220,2012,289,,9,,Thriller
Rockaway ,8,90,5,601,453,372,,2007,355,one word title,6,2000000,Action|Crime|Drama|Thriller
Wings             ,19,30,,685,511,424,,,7646,1990s|brother brother relationship|nantucket island|one word title|sister sister relationship,56,,Comedy|Drama
The Lady from Shanghai ,90,92,0,1000,29,18,7927,1947,19236,law partner|murder|partner|seaman|yacht,175,2300000,Crime|Drama|Film-Noir|Mystery|Thriller
No Man's Land: The Rise of Reeker ,21,88,0,633,597,332,,2008,2701,death|desert|robber|sheriff|waitress,31,2000000,Horror|Thriller
Highway ,12,97,10,15000,284,171,,2002,5182,1990s|homoeroticism|reference to kurt cobain|road trip|year 1994,67,14000000,Crime|Drama
Small Apartments ,33,96,68,2000,811,722,,2012,5732,fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine,26,2000000,Comedy|Crime|Drama
Coffee Town ,9,87,8,34000,463,424,,2013,4204,barista|coffee|coffee shop|fight|insult,19,2000000,Comedy
The Ghastly Love of Johnny X ,94,106,5,416,403,356,2436,2012,344,1950s|independent film|outlaw|trial,19,2000000,Comedy|Fantasy|Musical|Sci-Fi
All Is Bright ,41,107,17,594,591,322,4556,2013,4478,christmas tree|french canadian|new york|salesman,23,,Comedy|Drama
The Torture Chamber of Dr. Sadism ,38,80,2,16000,57,51,,1967,952,count|drawn and quartered|tied up|torture chamber|torture device,36,,Horror|Mystery
Straight A's ,12,91,10,924,472,293,,2013,3605,addict|paternity|rascal|swimming pool|texas,20,2000000,Comedy|Drama
A Funny Thing Happened on the Way to the Forum ,25,99,44,907,164,137,,1966,6804,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,72,2000000,Comedy|Musical
Slacker Uprising ,27,102,909,909,562,119,,2007,2242,character name in title|election campaign|presidential election,15,2000000,Documentary
The Legend of Hell's Gate: An American Conspiracy ,2,108,531,10000,1000,894,,2011,583,1800s|doc holliday|robbers|sheriff|texas,14,2000000,Action|Adventure|History|Western
The Walking Deceased ,23,88,6,680,418,233,,2015,2348,zombie|zombie spoof,25,1250000,Comedy|Horror
The Curse of Downers Grove ,32,89,20000,2000,860,618,,2015,1040,,22,2000000,Drama|Horror|Mystery|Thriller
Shark Lake ,18,92,3,11000,1000,412,,2015,838,blood|daughter|jail|police|shark,17,2000000,Thriller
River's Edge ,45,99,28,18000,1000,223,4600000,1986,11763,death|friend|high school|murder|police,111,1900000,Crime|Drama
Northfork ,60,103,35,548,495,482,1420578,2003,4894,boy|caretaker|dam|evacuation|orphanage,122,1900000,Drama|Fantasy
The Marine 4: Moving Target ,23,90,58,405,217,164,,2015,2032,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,15,1950000,Action|Thriller
Buried ,363,95,89,16000,517,263,1028658,2010,118684,buried alive|coffin|iraq|one person|single set production,447,3000000,Drama|Mystery|Thriller
Submarine ,249,97,0,920,680,594,466702,2010,65877,15 year old|school|teen comedy|teen movie|virginity,100,,Comedy|Drama|Romance
The Square ,68,108,63,161,10,5,,2013,6678,,42,1500000,Documentary|Drama|History|News
One to Another ,14,95,0,533,323,164,18435,2006,1010,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,15,1400000,Drama
Carrie ,359,100,108,17000,2000,534,35266619,2013,108248,outcast|prom|self injury|telekinesis|tragic event,371,30000000,Drama|Fantasy|Horror
ABCD (Any Body Can Dance) ,15,160,168,733,168,71,95236,2013,5018,,38,,Drama|Musical
A Nightmare on Elm Street ,256,101,0,40000,852,574,26505000,1984,149293,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,1800000,Horror
Man on Wire ,194,90,120,41,27,0,2957978,2008,40481,new york city|passion|reenactment|rooftop|tower,134,1000000,Biography|Crime|Documentary|History|Thriller
Abandoned ,,86,0,42,40,3,,2015,333,boat|one word title|sea|storm|survivor,6,,Drama
Brotherly Love ,10,89,47,628,606,585,444044,2015,744,basketball|burglary|police|robbery|teenage girl,19,1900000,Drama
The Last Exorcism ,311,87,13,463,400,308,40990055,2010,41509,cult film|documentary crew|exorcism|found footage|satanic ritual,300,1800000,Drama|Horror|Thriller
Nowhere Boy ,205,98,456,1000,548,231,1445366,2009,29019,1960s|childhood|friendship|love|the beatles,75,,Biography|Drama|Music
A Streetcar Named Desire ,94,125,603,10000,416,114,,1951,78454,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,233,1800000,Drama
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,192,95,0,654,575,277,,1964,342585,bomber|doomsday|general|u.s. president|war room,839,1800000,Comedy
El crimen del padre Amaro ,85,118,12,201,163,67,5709616,2002,11088,church|love|mexico|politics|priest,110,1800000,Drama|Romance
Beasts of the Southern Wild ,663,93,188,2000,458,168,12784397,2012,70336,auroch|community|hospital|illness|six year old,269,1800000,Drama|Fantasy
Battle for the Planet of the Apes ,62,96,88,595,356,196,,1973,22764,ape|general|gorilla|outer space|planet of the apes,91,1800000,Action|Sci-Fi
Songcatcher ,39,109,9,767,380,280,3050934,2000,2794,doctor|mountain|musician|song|university,78,1800000,Drama|Music
Higher Ground ,68,109,0,553,471,186,841206,2011,2603,1960s|belief in the afterlife|domestic violence|faith|minister,34,,Drama
Vaalu ,3,155,0,141,77,61,,2015,563,,6,150000000,Comedy|Romance
The Greatest Movie Ever Sold ,130,90,293,16000,14000,808,638476,2011,13223,advertising|movie in title|product placement,45,1500000,Comedy|Documentary
Ed and His Dead Mother ,13,93,0,12000,580,482,,1993,1435,based on ed gein|dog|hyperactive|macabre|zombie,17,1800000,Comedy|Horror
Travelers and Magicians ,44,108,28,0,0,0,505295,2003,1747,bhutan|buddhist|monk|storytelling|weaver,28,1800000,Adventure|Drama
Hang 'Em High ,26,114,57,16000,844,426,,1968,25472,imperative in title|judge|marshal|murder|vigilante,109,1800000,Western
Deadline - U.S.A. ,27,87,174,2000,399,114,,1952,1756,editor|gangster|newspaper|organized crime|press,28,,Crime|Drama|Film-Noir
Sublime ,53,113,15,647,642,491,,2007,6267,birthday|birthday party|colonoscopy|hospital|surgery,103,1800000,Horror|Thriller
A Beginner's Guide to Snuff ,,87,9,467,258,165,,2016,13,,,,Comedy|Horror|Thriller
Independence Daysaster ,10,90,4,433,108,91,,2013,761,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,12,1800000,Action|Sci-Fi
Dysfunctional Friends ,4,111,21,761,713,685,,2012,686,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,8,1800000,Comedy|Drama
Run Lola Run ,181,81,670,486,37,34,7267324,1998,161471,bechdel test failed|money|multiple outcomes|repeated event|subway,709,3500000,Crime|Drama
May ,114,93,75,701,461,446,145540,2002,26773,case|doll|dry humor|friend|love,277,500000,Drama|Horror
Against the Wild ,11,90,15,900,450,120,,2013,840,cave|salmon,9,2000000,Adventure|Family
Living Dark: The Story of Ted the Caver ,1,112,0,86,42,11,,2013,28,brother|cave|caver|dark|funeral,1,1750000,Horror
Under the Same Moon ,75,106,36,953,399,345,12589108,2007,5526,12 year old|boy|mexican|mexican immigrant|mexico,58,,Adventure|Drama
Conquest of the Planet of the Apes ,80,88,88,595,70,67,,1972,23268,ape|future|intelligence|revolution|slave revolt,95,1700000,Action|Sci-Fi
In the Bedroom ,179,138,143,1000,874,783,35918429,2001,32415,doctor|maine|only son|school choir|summer,510,1700000,Crime|Drama
I Spit on Your Grave ,225,105,68,635,445,374,92401,2010,56402,horror movie remake|rape|rape and revenge|rape victim|revenge,209,2000000,Horror|Thriller
